corr,peak_idx,peak_val
abs,10368,90391.84145969183
abs,10436,92043.14546148879
real,10436,63132.350595799435
real,10661,61446.08332348164
imag,10368,89765.03864609485
all,10368,90391.84145969183
all,10436,92043.14546148879
all,10661,62299.705794846086
