time,idx,has_sync_sequence,has_frame,has_packet
1768514689.4329412,13663,True,True,True
1768514691.2337325,22,True,True,True
1768514691.2339087,542,True,True
1768514691.2339356,659,False,False
1768514691.2339582,715,False,False
1768514691.233979,873,False,False
1768514691.2340426,1062,True,True,True
1768514691.2341015,1582,True,False
1768514691.234124,1639,False,False
1768514691.2341452,1699,False,False
1768514691.2341657,1913,False,False
1768514691.2342167,2102,True,True,True
1768514691.2342768,2622,True,True,True
1768514691.234348,3142,True,True
1768514691.2343705,3259,False,False
1768514691.2343915,3315,False,False
1768514691.234412,3473,False,False
1768514691.2344623,3662,True,True,True
1768514691.2345216,4182,True,True,True
1768514691.2346642,4702,True,True
1768514691.2346878,4819,False,False
1768514691.2347085,4875,False,False
1768514691.234729,5033,False,False
1768514691.2347794,5222,True,True,True
1768514691.234834,5742,True,False
1768514691.2348557,5799,False,False
1768514691.2348764,5859,False,False
1768514691.2348964,6073,False,False
1768514691.234949,6262,True,True,True
1768514691.2349992,6782,True,True,True
1768514691.2350523,7302,True,True
1768514691.360648,22,True,True
1768514691.3606966,139,False,False
1768514691.3607287,186,False,False
1768514691.3607595,195,False,False
1768514691.3607898,353,False,False
1768514691.3608747,542,True,True,True
1768514691.3609576,1062,True,False
1768514691.360991,1119,False,False
1768514691.3610218,1179,False,False
1768514691.3610516,1393,False,False
1768514691.3612087,1582,True,True,True
1768514691.3612964,2102,True,True,True
1768514691.361392,2622,True,True
1768514691.3614259,2739,False,False
1768514691.3614569,2795,False,False
1768514691.361487,2953,False,False
1768514691.361577,3142,True,True,True
1768514691.3616567,3662,True,True,True
1768514691.3618338,4182,True,True
1768514691.3618696,4299,False,False
1768514691.3619003,4355,False,False
1768514691.3619301,4513,False,False
1768514691.3620176,4702,True,True,True
1768514691.3620963,5222,True,False
1768514691.362129,5395,False,False
1768514691.3621588,5553,False,False
1768514691.3621895,5643,False,False
1768514691.3622704,5742,True,True,True
1768514691.3623562,6262,True,True,True
1768514691.3625326,6782,True,True
1768514691.3625681,6899,False,False
1768514691.3625984,6955,False,False
1768514691.3626285,7113,False,False
1768514691.3627121,7302,True,True,True
1768514691.3627985,7822,True,True,True
1768514691.3629522,8342,True,True
1768514691.3629863,8459,False,False
1768514691.3630161,8515,False,False
1768514691.3630977,8862,True,True,True
1768514691.363191,9382,True,True
1768514691.3632236,9499,False,False
1768514691.3632536,9555,False,False
1768514691.3632834,9713,False,False
1768514691.3633552,9902,True,True,True
1768514691.3634377,10422,True,True,True
1768514691.3635356,10942,True,True
1768514691.3635688,11059,False,False
1768514691.3635995,11114,False,False
1768514691.3636708,11462,True,True,True
1768514691.3637474,11982,True,False
1768514691.36378,12146,False,False
1768514691.3638098,12155,False,False
1768514691.3638391,12313,False,False
1768514691.3638687,12403,False,False
1768514691.363943,12502,True,True,True
1768514691.364016,13022,True,True,True
1768514691.364107,13542,True,True
1768514691.3641398,13714,False,False
1768514691.3641694,13963,False,False
1768514691.3642445,14062,True,True,True
1768514691.3643174,14582,True,True,True
1768514691.3644695,15102,True,True,True
1768514691.36456,15622,True,True,True
1768514691.3646529,16142,True,True
1768514691.3646853,16563,False,False
1768514691.3647673,16662,True,True,True
1768514691.3648453,17182,True,True,True
1768514691.3649817,17702,True,True
1768514691.5024803,22,True,True
1768514691.5025427,139,False,False
1768514691.502582,186,False,False
1768514691.5026186,194,False,False
1768514691.5027273,542,True,True,True
1768514691.5028248,1062,True,False
1768514691.5028663,1226,False,False
1768514691.5029023,1235,False,False
1768514691.5029378,1393,False,False
1768514691.5029736,1483,False,False
1768514691.5030704,1582,True,True,True
1768514691.5031736,2102,True,True,True
1768514691.5032842,2622,True,True
1768514691.5033247,2739,False,False
1768514691.503361,2794,False,False
1768514691.5033963,2953,False,False
1768514691.5034313,3043,False,False
1768514691.503525,3142,True,True,True
1768514691.5036292,3662,True,True,True
1768514691.5037184,4182,True,True,True
1768514691.5038154,4702,True,True,True
1768514691.5039241,5222,True,True
1768514691.5039642,5395,False,False
1768514691.504,5553,False,False
1768514691.5040348,5643,False,False
1768514691.5041194,5742,True,True,True
1768514691.5042157,6262,True,True,True
1768514691.5043237,6782,True,True
1768514691.5043647,6954,False,False
1768514691.5044508,7302,True,True,True
1768514691.5045447,7822,True,False
1768514691.5045848,7986,False,False
1768514691.5046206,7995,False,False
1768514691.5046558,8153,False,False
1768514691.5046904,8243,False,False
1768514691.5047793,8342,True,True,True
1768514691.5048683,8862,True,True,True
1768514691.5049753,9382,True,True
1768514691.5050154,9554,False,False
1768514691.505051,9713,False,False
1768514691.505086,9803,False,False
1768514691.5051742,9902,True,True,True
1768514691.5052624,10422,True,True,True
1768514691.505446,10942,True,True,True
1768514691.505545,11462,True,True,True
1768514691.5057049,11982,True,True
1768514691.6584759,22,True,True
1768514691.658562,139,False,False
1768514691.6586125,186,False,False
1768514691.6586611,194,False,False
