real,imag
-40.406548498549576,0.0
-26.585572612656783,0.0
-16.78128574615953,0.0
-11.674361195400289,0.0
-9.677442870641496,0.0
-8.151249119595724,0.0
-5.321990107470079,0.0
-2.377103571348025,0.0
-4.069766040826335,0.0
-15.81260415095495,0.0
-37.979614807889725,0.0
-61.35702355134752,0.0
-68.6490516131285,0.0
-44.18434715485066,0.0
12.067327892699952,0.0
75.31435898993233,0.0
98.99794186413565,0.0
34.41636609917474,0.0
-143.52421061851146,0.0
-420.31864228118485,0.0
-737.7958677403908,0.0
-1019.1241154063199,0.0
-1200.9816155866913,0.0
-1261.1084176595746,0.0
-1224.968639622417,0.0
-1148.4378332534013,0.0
-1086.7434132453354,0.0
-1067.5003765612628,0.0
-1082.7551642462506,0.0
-1103.479690276342,0.0
-1105.858556268532,0.0
-1090.9901675710405,0.0
-1084.6265622215767,0.0
-1116.8293650070584,0.0
-1194.4179556391973,0.0
-1283.5629237952378,0.0
-1314.2710826218818,0.0
-1206.5559818768886,0.0
-907.2768878297828,0.0
-420.21473529246293,0.0
185.53615563271526,0.0
793.1073024929705,0.0
1274.108935107467,0.0
1529.097095640224,0.0
1515.9334887247926,0.0
1254.7106777945373,0.0
809.2664219642655,0.0
257.6432011113319,0.0
-330.20595666374186,0.0
-894.6041514717049,0.0
-1369.6224648561422,0.0
-1667.4915430252568,0.0
-1688.1569332501717,0.0
-1364.7353641598143,0.0
-726.2415637800262,0.0
65.42860510426452,0.0
745.638346753606,0.0
1049.7085140358304,0.0
847.5406538093052,0.0
232.69939242061835,0.0
-497.5891533513082,0.0
-979.9177711982858,0.0
-963.9104129291732,0.0
-453.05962169001145,0.0
294.2195537488524,0.0
899.5423303401644,0.0
1060.4488514163577,0.0
698.379826876895,0.0
-20.256515877844254,0.0
-791.9120119606783,0.0
-1339.2595729374923,0.0
-1538.4717178544645,0.0
-1444.9989317110656,0.0
-1222.9167357212355,0.0
-1035.6893816651352,0.0
-966.080497887252,0.0
-1002.0933281563699,0.0
-1079.0865583276357,0.0
-1136.8919795384463,0.0
-1153.3854712888835,0.0
-1142.367707560629,0.0
-1129.0728298449737,0.0
-1126.6475108972718,0.0
-1129.766764849567,0.0
-1124.9968446067571,0.0
-1105.5307476705214,0.0
-1077.74013500312,0.0
-1055.7879404118148,0.0
-1050.4475677796981,0.0
-1061.9301425512613,0.0
-1081.5633235865996,0.0
-1099.9127744460893,0.0
-1114.1215673514187,0.0
-1128.2833584667053,0.0
-1146.6469938543357,0.0
-1165.565100618555,0.0
-1172.1304407415969,0.0
-1152.9932798272869,0.0
-1108.470344944869,0.0
-1060.3128330586203,0.0
-1044.3863088034564,0.0
-1089.29894370815,0.0
-1191.714542410067,0.0
-1303.7758254431806,0.0
-1343.4226222765722,0.0
-1226.6113250513094,0.0
-906.1835029942745,0.0
-396.975943069679,0.0
224.12677082140456,0.0
840.5512205396858,0.0
1329.587943623795,0.0
1594.2499959622592,0.0
1584.0932161238989,0.0
1303.868161009162,0.0
811.0356902325759,0.0
202.76416315136962,0.0
-406.1773296948049,0.0
-910.6346218680476,0.0
-1240.2305282857744,0.0
-1374.2965495521416,0.0
-1341.5704340260297,0.0
-1206.819068835051,0.0
-1050.3273929664479,0.0
-946.4056329636587,0.0
-944.1219538266992,0.0
-1051.7500192265998,0.0
-1228.4863604631737,0.0
-1389.9432549917422,0.0
-1432.110904718921,0.0
-1270.3611143831731,0.0
-878.921700679068,0.0
-310.4112905938978,0.0
318.3442050818693,0.0
869.9252208989145,0.0
1238.4290879643959,0.0
1385.4676867944154,0.0
1344.0120113987302,0.0
1194.504546667541,0.0
1029.884536331914,0.0
926.1664157659026,0.0
925.7324005386143,0.0
1030.3991489817947,0.0
1199.314504026695,0.0
1353.4347537277565,0.0
1393.7905361790124,0.0
1235.891105320499,0.0
849.4679675074094,0.0
282.159965977896,0.0
-350.0648997658955,0.0
-905.4733012057462,0.0
-1272.4842687278735,0.0
-1410.3826814878526,0.0
-1355.364101957221,0.0
-1194.4768644198236,0.0
-1026.314237045117,0.0
-928.3562736428602,0.0
-939.7362253571191,0.0
-1056.1233074161455,0.0
-1231.2530702810395,0.0
-1384.6903133765595,0.0
-1420.1027405406485,0.0
-1256.6919315334505,0.0
-866.2852562934094,0.0
-296.4804412729,0.0
338.19504193581605,0.0
897.3635964919708,0.0
1269.359759040539,0.0
1412.05237475151,0.0
1359.7967751407816,0.0
1198.652207931905,0.0
1027.0477111021708,0.0
922.1793523650741,0.0
922.8317533917136,0.0
1025.6057607115258,0.0
1186.923176271026,0.0
1329.7211412679128,0.0
1360.7111003453485,0.0
1201.0154248636206,0.0
821.9794107309872,0.0
268.12635324596954,0.0
-350.3890339438032,0.0
-898.9232426309127,0.0
-1267.7965334531655,0.0
-1414.2336420576776,0.0
-1370.1038429549037,0.0
-1217.3546256381794,0.0
-1050.3539793942655,0.0
-944.8091903282718,0.0
-941.4494336878655,0.0
-1040.7841366711868,0.0
-1202.7976306366832,0.0
-1351.9788081237134,0.0
-1393.7787114295088,0.0
-1245.747927104237,0.0
-875.1258114725342,0.0
-323.47720907807707,0.0
299.88106253862156,0.0
857.4222134976219,0.0
1237.0926501304134,0.0
1393.3274583506027,0.0
1355.390424003656,0.0
1204.2523072887675,0.0
1035.3547490630133,0.0
926.238668358159,0.0
918.9139401864215,0.0
1014.435489386326,0.0
1173.1485892075364,0.0
1320.027397028432,0.0
1360.916736664382,0.0
1213.3817722787257,0.0
844.2633580439045,0.0
294.3299279615746,0.0
-327.72619702791025,0.0
-885.6816983773207,0.0
-1264.6765090598142,0.0
-1417.4692606781596,0.0
-1373.420199286984,0.0
-1215.2119553362977,0.0
-1041.0929385385398,0.0
-931.4891664213028,0.0
-929.5702615658537,0.0
-1034.259178840835,0.0
-1200.7975786252746,0.0
-1348.7531906543252,0.0
-1381.9950968811172,0.0
-1221.5709627412218,0.0
-841.466421993212,0.0
-288.69947772195985,0.0
326.91527306111544,0.0
872.6664453725919,0.0
1242.9221564792094,0.0
1394.9189253019056,0.0
1354.8156491363343,0.0
1197.343601773571,0.0
1014.8901794140041,0.0
890.6085228520166,0.0
879.8336718782637,0.0
995.823588524225,0.0
1198.031233813867,0.0
1390.8882160219284,0.0
1446.358281932179,0.0
1254.0083525094694,0.0
782.0835031748787,0.0
116.5326336192203,0.0
-552.0240632237537,0.0
-997.5962855836686,0.0
-1053.8328378310396,0.0
-688.7591538499676,0.0
