real,imag
-0.06325664891430817,-0.004125433624846186
-0.11786169021708523,0.019218369930491305
0.5098071580459405,0.1746592443440131
2.2251785704288056,0.45909147841560516
4.392524127577509,0.7219220885367844
5.516489873498669,0.7936136754255086
4.518441786466232,0.6153159112063651
2.029446596647721,0.2925997216697428
0.15927957414551142,0.04917998031119242
0.5602041409129371,0.004318802679272399
2.5268979989978986,0.024432250122190177
3.2476502119172954,-0.11067673400539764
0.6429894601079889,-0.4307125530554938
-3.474328721931081,-0.6331828590500145
-3.3436144901220892,-0.15304208788877754
5.937549846350482,1.3024878201434453
21.54589328353611,3.034128797530391
30.410546282908854,3.2568294957674424
16.21406790953461,0.21769571623209938
-25.40791037852138,-5.744917008380096
-72.84607063136872,-10.541122959456704
-78.08979031490047,-6.793978012920887
14.236738193465605,13.149069888876278
235.62668560751197,52.86358246886381
568.0002624997452,108.40178925387661
941.7174437287147,168.14570565830965
1262.8789042673848,216.78734172865583
1457.1141784941992,241.67085610236447
1505.162978329096,238.1830025295894
1448.8464824018586,211.3480562028529
1363.5269822959901,172.79832242955789
1313.7733918927447,135.01692736549455
1319.7702884116145,106.048473732597
1354.8245909495054,87.21676873553048
1373.703686228038,74.65930669006231
1351.3082250497266,63.01538543506948
1304.6579083486456,48.57710390900276
1282.624260941796,30.268908455974554
1329.4122961772425,8.724879383445879
1445.2498727885968,-15.035582782657109
1569.5899286047043,-39.55286657556077
1598.6250851779278,-61.220431227439505
1429.358249674361,-72.66386881525655
1008.538252913312,-63.41229934657155
363.31954259241144,-24.19673646209487
-399.9316841713806,46.57274978648895
-1126.8185569093057,138.19329085481846
-1663.9695168653154,228.51917800135385
-1906.0052995661017,291.20574986145004
-1822.0725072088799,306.00571852898105
-1453.1164502899105,265.95918724238464
-884.353253276928,176.86817769314095
-209.88803715737308,50.413642399290936
489.62533003137787,-102.41634893822612
1144.2752127881686,-270.58453089940326
1673.6948613278248,-434.1175086269941
1972.1110224429801,-555.4354045526726
1926.6646358467576,-583.2996315315705
1475.9140402376272,-475.349000600557
680.8675328975031,-231.13737817167313
-243.6772387992937,85.59506225408427
-980.3115999774782,357.61956221016624
-1240.0916111288266,463.1516623564884
-913.9634590053506,342.1789533191792
-155.58661251989795,41.74274426843167
667.9447011309077,-293.1200654253249
1148.203881060424,-486.8443216920621
1044.3689223648696,-426.53559562189747
412.0973731962644,-128.34508763433726
-424.24452038493496,264.0246783403437
-1042.8602644056932,551.386449152629
-1142.4873174162014,582.2644136497582
-684.86796933822,328.78266195162024
111.39763555453035,-106.13939239376752
908.9777982509601,-550.5529390763917
1431.5991860433705,-854.9118154038396
1582.6194401530236,-959.9817841501005
1449.0843462581984,-907.2304342031896
1211.4146782062194,-794.9753644788381
1028.3328708463596,-714.3032387853231
965.9061228617059,-704.7111333685208
997.8916284014297,-750.1607432316619
1056.1919541437953,-807.9347759458503
1087.070262119832,-844.6927070683578
1078.0471542807304,-855.355886356959
1048.783046050616,-857.0289814306739
1024.1784639628552,-868.9172375793081
1013.7227439931411,-895.9798554570175
1009.3813209320027,-927.3357730278584
997.625563145076,-947.7932743413841
972.4587451002479,-951.4067859629077
939.4849145731808,-945.9348480647778
910.2654394646754,-945.6910801611958
893.2261381733921,-959.7435218427299
888.2050464274945,-985.3623847083347
888.0079312630896,-1011.8293416228523
884.5095513640147,-1030.673620045164
873.9939286732856,-1043.353394305254
858.013745245036,-1059.5115117916512
839.6873516438365,-1086.5944338410886
819.0726107768761,-1119.7137965987179
792.1100692126082,-1141.5855132497995
754.9042953508334,-1135.0100355648374
710.485856948217,-1100.104588658548
672.1519867243637,-1062.5568494039098
658.7233999900145,-1063.0805094364202
682.3329474420711,-1130.680305655185
735.2379380580297,-1254.9831684424146
784.8083035122982,-1376.1750245938704
782.4286636831359,-1402.1329411803783
683.9011051434653,-1246.4227014048531
471.45770483245235,-868.2134792869862
165.76379878436842,-294.4803815256237
-178.40555042447497,384.7226587411224
-490.4730188475278,1042.6824501903234
-707.3852361266793,1550.4607460026873
-791.5867767968525,1806.8456978646384
-737.9132561984725,1758.528106272289
-569.8130350076618,1410.5310299484684
-329.55590446691167,826.9448572854972
-67.12784521742219,119.80629518627362
169.93401667299074,-575.5012435509219
345.3002896085915,-1134.8387750532834
440.51794244566855,-1479.036409946784
457.86095747011564,-1593.2154821528861
417.66087419268905,-1523.871337200396
350.2149059908025,-1356.9115824622208
285.27119718347313,-1187.989324730491
243.09683045352938,-1096.025854340255
229.87061293739106,-1124.3024327574751
238.2596893009615,-1268.7039711319044
251.97059548117159,-1473.6270746291577
252.42424758935186,-1640.0660921717151
225.65853680757036,-1651.7009828591954
167.42802237331935,-1417.6406271674896
84.93137097024892,-916.5703518357494
-5.49961905029054,-218.5567314186351
-84.07101761116198,532.455282483428
-134.68480251812605,1171.7800692044057
-150.38800871418326,1577.5698998065695
-134.74741791014125,1713.4044457597693
-99.0720337468692,1630.7728018014263
-57.021911210585955,1435.8394503996865
-19.068690191032175,1243.0773155722861
10.79798679027998,1138.6043855454373
34.878377662643096,1162.2709528060627
58.36072870130668,1303.838244198275
84.11211589696363,1505.4766571161488
108.44977505564503,1670.4645365331535
120.70719204934723,1685.3540734612066
107.5285108840828,1458.8231473737665
59.963797309763365,965.7055195636456
-20.492128250447504,272.26424129985014
-120.52792990416194,-477.8223878429851
-219.47788111793145,-1116.4097662699755
-297.25582066129425,-1517.5999284885233
-341.58150420018825,-1643.7293856503977
-351.34121571714195,-1548.8459567641899
-335.88177883487094,-1343.495125740892
-311.8221960738187,-1144.8077750059304
-298.6500065019797,-1037.6083549692748
-313.27934124985643,-1057.3450801822219
-363.108647404456,-1189.4836443052027
-439.09269611480437,-1375.6532722994104
-512.9775674041799,-1524.2120613436484
-543.0919380191991,-1530.9392784636739
-489.54668696052863,-1313.5264165357878
-333.33369894645284,-850.6971816954347
-89.619016664266,-204.6632054956705
193.27063180529058,491.8740477923575
450.6819355903753,1083.9936757145565
626.8895478375971,1455.5487298798441
696.0759464616563,1571.3679333363073
669.3269420250292,1480.7971939847387
586.565134484331,1285.9498707058485
499.6721814400227,1096.156386297181
455.00064117881806,991.6159184279892
480.0849811262928,1006.4619413103869
575.1892461760965,1127.2031161307393
709.8813562937789,1298.4217844125944
827.1091911721776,1433.7515613801456
858.04727723874,1436.9408101536512
746.7998241161521,1234.943583777476
476.4287088012938,813.004000492926
82.89571104774215,232.57574484660128
-353.3942484571472,-383.5606201101064
-737.0055375609702,-896.9202511654921
-993.7886435758699,-1208.1885389494475
-1096.2506177229097,-1293.0640060605115
-1067.2060885566373,-1201.8277463550774
-963.7577227454842,-1027.66823491841
-853.1839664726814,-864.7739720791157
-792.2131230157703,-777.3669980419576
-813.7264796901391,-788.1807826928602
-918.6491900213804,-881.1982482809822
-1071.3432970349686,-1009.5475880657086
-1202.3199878838877,-1105.4079438252522
-1224.815958965174,-1095.6723966656962
-1066.3586075625326,-925.9805365651774
-704.2286941224023,-586.6284052865245
-185.4751212934369,-126.02348706088317
383.3861109297905,360.4225264865263
875.6982053107205,765.0560214183829
1194.3094062768475,1010.3713437217122
1306.6229886733045,1077.0387486016766
1249.065545314489,1003.9138120929842
1103.2801891020997,863.4817836372755
960.5673152725939,728.8730992068768
892.0128455639149,649.3267923201645
931.9227141541395,641.5752557245478
1071.9716476999317,693.4644514241829
1261.6740966737495,771.7525933472863
1416.01785312345,830.0600329732962
1435.5679495008912,819.0891548491902
1240.4361543066507,701.8209727149374
807.9579048092861,470.67527143906364
194.0339245285878,157.33024720899695
-478.3906601164615,-173.63547467499882
-1063.0579497149324,-447.83080457118217
-1446.1717396556453,-610.6754811425571
-1586.3813623314609,-648.0955761747806
-1521.1882129870287,-587.8245295670362
-1342.298457026103,-482.492351267759
-1156.902263016493,-385.0960418727587
-1052.8946033889226,-329.6696319916079
-1076.6541195934553,-324.25946813465714
-1222.5739216474365,-354.90409112032347
-1431.977089916144,-395.03425425726573
-1603.7136867449244,-415.27442377951706
-1621.4480281738695,-391.6880046908138
-1396.0869451314238,-312.5814010115023
-908.2237997925428,-183.18329556584007
-227.38197933196045,-25.920384217302978
507.00388261067184,125.96125492373736
1137.3002233881462,240.29473510973483
1546.9216847364928,298.2440048837791
1697.7127441172488,300.7359199303488
1630.9303222824344,265.9085167998112
1439.4185065781815,219.2259533350049
1231.1203780248266,181.6976158733845
1099.8232983998655,162.3445394136206
1105.438124659324,157.70557017069993
1257.4340682089942,157.02479809375887
1500.4082965487835,149.48672708608203
1713.9249006983098,130.07550913341197
1743.11812850888,101.92795683149818
1462.5264486424082,74.65976436137815
849.5927152153199,59.394823758660095
26.511440358695907,62.64359214661335
-763.5428246500644,81.51872061850926
-1246.89885434543,102.89832494459289
-1237.260869215658,108.10407836351612
-721.2672209404,81.47618118518923
132.68534952801312,19.012513834280995
1046.0372256355115,-67.40097327230157
1743.9822653858823,-153.0359128535592
2054.4767069377854,-209.85967366577881
1948.6147652457348,-217.73539223366458
1514.0191062247854,-171.19021353286274
887.9233551085592,-78.35423980147775
192.39040737254075,46.207187811846524
-494.52419740846807,188.8285575990667
-1123.5902466104799,337.82532863632014
-1635.4625024498237,476.70070241816757
-1934.3276676844682,575.6406028262102
-1904.5627856148362,592.3201432514013
-1474.0782257661715,489.198757576301
-692.3875304685746,262.76637403787817
231.47870614962693,-32.92160244197279
976.3344911895597,-290.5961473136111
1241.6273636871783,-391.9831738196389
907.2271862307493,-272.8600437780153
127.70406197368672,25.745907318473055
-711.5377256164231,358.56145673146256
-1176.0583756800318,541.9709064931934
-1014.6055566370297,456.33201906076016
-308.9709068987142,126.06635822404496
556.6053254040906,-277.5194204567176
1102.8853054105928,-523.6382769072503
1027.2872488615458,-455.8812490268648
380.3930411187867,-93.57107988172741
-461.1363402982686,366.255231483152
-1013.1987182935991,656.0078426752151
-965.699143252876,594.9753252239339
-359.192886254516,202.6449361864394
446.5945347438684,-304.0013615440822
988.9231751805855,-632.1767375709616
969.8556926021258,-583.5225541709
417.4901756095559,-171.25264543895992
-346.7537975465464,385.76292960513257
-903.2074746751072,787.0020501977364
-967.405993438954,816.6253981389948
-526.4263376623122,454.1838578076145
