timestamp,real,imag
7.152557373046875e-07,0.0021310218,0.0
1.1444091796875e-05,0.0015656326,0.0
1.4543533325195312e-05,1.4148627e-09,0.0
1.71661376953125e-05,-0.0012052024,0.0
2.09808349609375e-05,-0.0030997281,0.0
2.3126602172851562e-05,-0.0014270062,0.0
2.5033950805664062e-05,-7.568159e-10,0.0
2.6941299438476562e-05,-0.0017578353,0.0
2.9087066650390625e-05,-0.004136231,0.0
3.075599670410156e-05,-0.00645688,0.0
3.266334533691406e-05,3.7316683e-10,0.0
3.4332275390625e-05,0.017482065,0.0
3.647804260253906e-05,0.03398917,0.0
3.790855407714844e-05,0.034228947,0.0
3.981590270996094e-05,8.545045e-09,0.0
4.1484832763671875e-05,-0.06402597,0.0
4.363059997558594e-05,-0.11901175,0.0
4.5299530029296875e-05,-0.11268116,0.0
4.696846008300781e-05,-2.1511072e-08,0.0
4.9114227294921875e-05,0.21122614,0.0
5.054473876953125e-05,0.442795,0.0
5.1975250244140625e-05,0.58056647,0.0
5.3882598876953125e-05,0.52342635,0.0
5.53131103515625e-05,0.25665915,0.0
5.7220458984375e-05,-0.11901175,0.0
5.8650970458984375e-05,-0.4333663,0.0
6.0558319091796875e-05,-0.52342635,0.0
6.222724914550781e-05,-0.33511135,0.0
6.389617919921875e-05,0.033989154,0.0
6.532669067382812e-05,0.38682237,0.0
6.699562072753906e-05,0.52342635,0.0
6.866455078125e-05,0.36288342,0.0
7.033348083496094e-05,-0.004136227,0.0
7.200241088867188e-05,-0.37109816,0.0
7.367134094238281e-05,-0.52342635,0.0
7.510185241699219e-05,-0.37076733,0.0
7.653236389160156e-05,-0.003099717,0.0
7.843971252441406e-05,0.36813512,0.0
7.987022399902344e-05,0.52342635,0.0
8.153915405273438e-05,0.37090597,0.0
8.320808410644531e-05,0.0021310223,0.0
8.487701416015625e-05,-0.36934033,0.0
8.630752563476562e-05,-0.52342635,0.0
8.821487426757812e-05,-0.36934033,0.0
8.96453857421875e-05,-7.21775e-09,0.0
9.1552734375e-05,0.36934033,0.0
9.298324584960938e-05,0.52342635,0.0
9.465217590332031e-05,0.36934033,0.0
9.608268737792969e-05,7.21775e-09,0.0
9.775161743164062e-05,-0.36934033,0.0
9.918212890625e-05,-0.52342635,0.0
0.00010061264038085938,-0.36934033,0.0
0.00010275840759277344,-7.21775e-09,0.0
0.00010418891906738281,0.36934033,0.0
0.00010585784912109375,0.52342635,0.0
0.00010848045349121094,0.36934033,0.0
0.00011014938354492188,7.21775e-09,0.0
0.00011181831359863281,-0.36934033,0.0
0.00011348724365234375,-0.52342635,0.0
0.00011515617370605469,-0.36934033,0.0
0.00011658668518066406,-7.21775e-09,0.0
0.00011801719665527344,0.36934033,0.0
0.00011992454528808594,0.52342635,0.0
0.00012111663818359375,0.36934033,0.0
0.00012302398681640625,7.21775e-09,0.0
0.0001246929168701172,-0.36934033,0.0
0.00012636184692382812,-0.52342635,0.0
0.0001277923583984375,-0.36934033,0.0
