timestamp,real,imag
6.67572021484375e-06,34.91466,0.0
1.8596649169921875e-05,25.651325,0.0
2.2649765014648438e-05,2.318111e-05,0.0
2.5987625122070312e-05,-19.746037,0.0
2.8371810913085938e-05,-50.785946,0.0
3.0994415283203125e-05,-23.38007,0.0
3.2901763916015625e-05,-1.23996715e-05,0.0
3.552436828613281e-05,-28.800373,0.0
3.790855407714844e-05,-67.768005,0.0
3.981590270996094e-05,-105.78952,0.0
4.1961669921875e-05,6.1139654e-06,0.0
4.4345855712890625e-05,286.42615,0.0
4.649162292480469e-05,556.87854,0.0
4.863739013671875e-05,560.80707,0.0
5.030632019042969e-05,0.00014000201,0.0
5.2928924560546875e-05,-1049.0015,0.0
5.507469177246094e-05,-1949.8885,0.0
5.698204040527344e-05,-1846.1681,0.0
5.91278076171875e-05,-0.0003524374,0.0
6.151199340820312e-05,3460.729,0.0
6.341934204101562e-05,7254.7534,0.0
6.532669067382812e-05,9512.001,0.0
6.723403930664062e-05,8575.817,0.0
6.937980651855469e-05,4205.1035,0.0
7.128715515136719e-05,-1949.8885,0.0
7.319450378417969e-05,-7100.2734,0.0
7.534027099609375e-05,-8575.817,0.0
7.724761962890625e-05,-5490.4644,0.0
7.939338684082031e-05,556.8783,0.0
8.20159912109375e-05,6337.6978,0.0
8.368492126464844e-05,8575.817,0.0
8.511543273925781e-05,5945.482,0.0
8.678436279296875e-05,-67.767944,0.0
8.821487426757812e-05,-6080.0723,0.0
9.036064147949219e-05,-8575.817,0.0
9.179115295410156e-05,-6074.652,0.0
9.34600830078125e-05,-50.785763,0.0
9.512901306152344e-05,6031.526,0.0
9.679794311523438e-05,8575.817,0.0
9.822845458984375e-05,6076.9233,0.0
9.989738464355469e-05,34.91467,0.0
0.00010156631469726562,-6051.272,0.0
0.00010323524475097656,-8575.817,0.0
0.00010466575622558594,-6051.272,0.0
0.00010633468627929688,-0.000118255615,0.0
0.00010800361633300781,6051.272,0.0
0.00010991096496582031,8575.817,0.0
0.00011134147644042969,6051.272,0.0
0.00011277198791503906,0.000118255615,0.0
0.00011444091796875,-6051.272,0.0
0.00011610984802246094,-8575.817,0.0
0.00011754035949707031,-6051.272,0.0
0.00011920928955078125,-0.000118255615,0.0
0.00012111663818359375,6051.272,0.0
0.00012254714965820312,8575.817,0.0
0.00012421607971191406,6051.272,0.0
0.00012564659118652344,0.000118255615,0.0
0.00012755393981933594,-6051.272,0.0
0.0001289844512939453,-8575.817,0.0
0.00013065338134765625,-6051.272,0.0
0.00013208389282226562,-0.000118255615,0.0
0.000133514404296875,6051.272,0.0
0.00013518333435058594,8575.817,0.0
0.0001366138458251953,6051.272,0.0
0.0001385211944580078,0.000118255615,0.0
0.00014019012451171875,-6051.272,0.0
0.0001418590545654297,-8575.817,0.0
0.0001430511474609375,-6051.272,0.0
0.00014472007751464844,-0.000118255615,0.0
0.00014638900756835938,6051.272,0.0
0.0001480579376220703,8575.817,0.0
0.0001494884490966797,6051.272,0.0
0.00015091896057128906,0.000118255615,0.0
0.00015282630920410156,-6051.272,0.0
0.00015401840209960938,-8575.817,0.0
0.00015592575073242188,-6051.272,0.0
0.00015783309936523438,-0.000118255615,0.0
0.00015974044799804688,6051.272,0.0
0.00016117095947265625,8575.817,0.0
0.0001628398895263672,6051.272,0.0
0.000164031982421875,0.000118255615,0.0
0.00016570091247558594,-6051.272,0.0
0.00016736984252929688,-8575.817,0.0
0.00016880035400390625,-6051.272,0.0
0.00017023086547851562,-0.000118255615,0.0
0.00017189979553222656,6051.272,0.0
0.0001735687255859375,8575.817,0.0
0.00017499923706054688,6051.272,0.0
0.00017642974853515625,0.000118255615,0.0
0.00017786026000976562,-6051.272,0.0
0.00017976760864257812,-8575.817,0.0
0.00018095970153808594,-6051.272,0.0
0.00018286705017089844,-0.000118255615,0.0
0.00018453598022460938,6051.272,0.0
0.0001862049102783203,8575.817,0.0
0.0001876354217529297,6051.272,0.0
0.0001888275146484375,0.000118255615,0.0
0.00019073486328125,-6051.272,0.0
0.0001919269561767578,-8575.817,0.0
0.0001938343048095703,-6051.272,0.0
0.00019502639770507812,-0.000118255615,0.0
0.00019669532775878906,6051.272,0.0
0.0001983642578125,8575.817,0.0
0.0001995563507080078,6051.272,0.0
0.00020122528076171875,0.000118255615,0.0
0.00020265579223632812,-6051.272,0.0
0.00020432472229003906,-8575.817,0.0
0.00020575523376464844,-6051.272,0.0
0.00020766258239746094,-0.000118255615,0.0
0.0002090930938720703,6051.272,0.0
0.00021076202392578125,8575.817,0.0
0.00021219253540039062,6051.272,0.0
0.000213623046875,0.000118255615,0.0
0.00021529197692871094,-6051.272,0.0
0.0002167224884033203,-8575.817,0.0
0.0002181529998779297,-6051.272,0.0
0.00021958351135253906,-0.000118255615,0.0
0.00022125244140625,6051.272,0.0
0.00022268295288085938,8575.817,0.0
0.0002243518829345703,6051.272,0.0
0.0002257823944091797,0.000118255615,0.0
0.00022721290588378906,-6051.272,0.0
0.0002288818359375,-8575.817,0.0
0.00023031234741210938,-6051.272,0.0
0.0002319812774658203,-0.000118255615,0.0
0.0002334117889404297,6051.272,0.0
0.00023508071899414062,8575.817,0.0
0.00023651123046875,6051.272,0.0
0.0002384185791015625,-69.82921,0.0
0.00023984909057617188,-6102.5747,0.0
0.00024127960205078125,-8575.817,0.0
0.0002429485321044922,-6011.78,0.0
0.000244140625,31.74245,0.0
0.0002460479736328125,6046.729,0.0
0.0002474784851074219,8575.817,0.0
0.0002491474151611328,6148.3647,0.0
0.0002505779266357422,167.2787,0.0
0.0002522468566894531,-5844.236,0.0
0.0002536773681640625,-8575.817,0.0
